	#SentenceID	Sentence	TF	TG	TF Id	TG Id	TF offset	Gene offset	Mutated Genes	Mutation offsets	Valid score	Valid	MoR scores	MoR	PMID	PMID+Sent+TRI_Id	Mutated_TF	TF Symbol	TF TaxID	TG Symbol	TG TaxID	TF_type	Error
448449	PMID:28367100:pubtator_title_and_abstract:c11438733c7e800a5baa233b4a23b604:11:PADI4:p21:1269:1325	[TF] and H3 could bind p21 promoter region to regulate [TG] expression.	PADI4	p21	23569	1026	1269	1325			0.9917667585693624	Valid	0.9979560227091632;0.0009710718015332148;0.0010729054893035084	UNDEFINED	28367100	28367100|11|23569|644914	False	PADI4	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
742672	PMID:31105851:pubtator_title_and_abstract:4bd22fa11c6fa045b961ce1b5ac76cc6:8:TP73:p21:857:891	By using chromatin immunoprecipitation and luciferase reporter assay, we identified [TF]-AS1 epigenetically repressed [TG] via recruiting EZH2.	TP73	p21	7161	1026	857	891			0.9917659369807084	Valid	0.001268637914054597;0.003432832526664272;0.9952985295592811	REPRESSION	31105851	31105851|8|7161|644914	False	TP73	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
983288	PMID:33593046:pubtator_title_and_abstract:1f5e394ac6c66b43bf2b613c02d42b93:15:PADI4:p21:1571:1610	[TF] down-regulated the expression of [TG] and activated the mTOR signaling pathway.	PADI4	p21	23569	1026	1571	1610			0.9917658026373892	Valid	0.0014205160342134432;0.0034435445355098667;0.9951359394302767	REPRESSION	33593046	33593046|15|23569|644914	False	PADI4	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
747816	PMID:30981502:pubtator_title_and_abstract:411f5f8a2622a5a36bb676cb70115f17:14:Sirt2:p21:1380:1339	Moreover, p53 and [TG] could be significantly suppressed by [TF] overexpression.	Sirt2	p21	22933	1026	1380	1339			0.9917606492228817	Valid	0.0014400396814391763;0.002336026784024348;0.9962239335345365	REPRESSION	30981502	30981502|14|22933|644914	False	SIRT2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
1104379	PMID:16867219:pubtator_title_and_abstract:27be9b337421bc141b170ffcede441d2:0:AP-2gamma:p21:0:18	[TF] induces [TG] expression, arrests cell cycle, and inhibits the tumor growth of human carcinoma cells.	AP-2gamma	p21	7022	1026	0	18			0.9917557908685546	Valid	0.0016409748677214209;0.9972496526172558;0.001109372515022767	ACTIVATION	16867219	16867219|0|7022|644914	False	TFAP2C	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
481279	PMID:32934320:pubtator_title_and_abstract:97ba1fec81ae7f9b1430c9f2c666784b:7:PARP1:p21:874:965	In line with PARP1 down-regulation during differentiation, we observed that [TF] depletion boosts the up-regulation of MyoD targets, such as p57, myogenin, Mef2C and [TG], while its re-expression reverts this effect.	PARP1	p21	142	1026	874	965			0.9917543755068906	Valid	0.003850025621259565;0.014681503102264659;0.9814684712764757	REPRESSION	32934320	32934320|7|142|644914	False	PARP1	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
119886	PMID:35226825:pubtator_title_and_abstract:0d856bab38a5a65b16addf15c09fd24a:0:TRIM21:p21:0:79	[TF] deficiency promotes cell proliferation and tumorigenesis via regulating [TG] expression in ovarian cancer.	TRIM21	p21	6737	1026	0	79			0.9917513509723552	Valid	0.9893794155386533;0.003976525236431512;0.006644059224915236	UNDEFINED	35226825	35226825|0|6737|644914	False	TRIM21	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
775110	PMID:26519881:pubtator_title_and_abstract:70207bf031ea24e2262b98d12e7be6df:3:ARID3A:p21:181:258	Recently, it has been reported that [TF] plays a critical role in the transcriptional activation of pro-arrest [TG] in response to DNA damage.	ARID3A	p21	1820	1026	181	258			0.9917506702517158	Valid	0.0026019078379587294;0.9966794578079288;0.0007186343541124604	ACTIVATION	26519881	26519881|3|1820|644914	False	ARID3A	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
654429	PMID:30551478:pubtator_title_and_abstract:22b4b8c8caa2f6e40df975ea3ed6e6aa:10:PHF6:p21:1257:1270	Then we found that [TF] repress [TG] expression through direct binding and recruiting RBPP4 to its promoter region.	PHF6	p21	84295	1026	1257	1270			0.9917434812518234	Valid	0.0013615854032968308;0.002654994426938684;0.9959834201697645	REPRESSION	30551478	30551478|10|84295|644914	False	PHF6	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
900789	PMID:28721450:pubtator_title_and_abstract:2e4499dd9221d6cca3c9306939dd7e4b:0:Smad3:p21:0:25	[TF] and Bmal1 regulate [TG] and S100A4 expression in myocardial stromal fibroblasts via TNF-alpha.	Smad3	p21	4088	1026	0	25			0.9917430283164717	Valid	0.997329354981073;0.0012283631906064795;0.0014422818283206006	UNDEFINED	28721450	28721450|0|4088|644914	False	SMAD3	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
889045	PMID:12420214:pubtator_title_and_abstract:d2b1e5f2dfd0da26fcc8a7affcf35b5c:8:p53:p21:1278:1294	The data highlight a role for the ATM kinase in orchestrating the coordinated induction and transcriptional cooperation of IRF-1 and [TF] to regulate [TG] expression.	p53	p21	7157	1026	1278	1294			0.9917280402366084	Valid	0.9971496231042529;0.002120442905582385;0.0007299339901646929	UNDEFINED	12420214	12420214|8|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
537397	PMID:21093383:pubtator_title_and_abstract:a11f0c9a27e2c2e409d412594824ef89:5:p63:p21:695:730	Although expression of p63 and its positively regulated basal cell targets is maintained in Hdac1/2-deficient ectoderm, targets of [TF]-mediated repression, including [TG], 14-3-3sigma, and p16/INK4a, are ectopically expressed, and HDACs bind and are active at their promoter regions in normal undifferentiated keratinocytes.	p63	p21	8626	1026	695	730			0.9917274808375948	Valid	0.001129683484507299;0.004248043636109302;0.9946222728793834	REPRESSION	21093383	21093383|5|8626|644914	False	TP63	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
161536	PMID:27882937:pubtator_title_and_abstract:037774bd96adca3156c633006ea00ea1:0:EZH2:p21:0:71	[TF] mediates lidamycin-induced cellular senescence through regulating [TG] expression in human colon cancer cells.	EZH2	p21	2146	1026	0	71			0.9917240179881148	Valid	0.9964705665463555;0.001058034971352049;0.002471398482292545	UNDEFINED	27882937	27882937|0|2146|644914	False	EZH2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
657560	PMID:26217035:pubtator_title_and_abstract:96703b1b0077cf86c3cb6c9386ad17bf:8:JunB:p21:1014:1030	We found that [TF] suppresses [TG] induction through inhibition of its promoter activity.	JunB	p21	3726	1026	1014	1030			0.9917214345884116	Valid	0.0011913026194111617;0.0029563780663968042;0.995852319314192	REPRESSION	26217035	26217035|8|3726|644914	False	JUNB	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
55173	PMID:12388558:pubtator_title_and_abstract:06388b9ecba8712ace309945d7850e13:8:Pin1:p21:987:1067	Furthermore, [TF] regulates the stability of p53 and its transcriptional activity toward the [TG] promoter.	Pin1	p21	5300	1026	987	1067			0.9917168686277624	Valid	0.9858316304745504;0.012118721486219704;0.0020496480392298145	UNDEFINED	12388558	12388558|8|5300|644914	False	PIN1	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
46302	PMID:31861435:pubtator_title_and_abstract:6872d5286835bf7450804cf6836753a6:8:HDAC1:p21:961:1002	Moreover, in bladder carcinoma cells, maspin modulated [TF] target genes, including cyclin D1, [TG], MMP9, and vimentin.	HDAC1	p21	3065	1026	961	1002			0.9917136404052496	Valid	0.996939456127619;0.0023235997732472266;0.000736944099133761	UNDEFINED	31861435	31861435|8|3065|644914	False	HDAC1	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
92464	PMID:30541550:pubtator_title_and_abstract:84fb21d580b60ddc6c042194ba188528:8:TRIB2:p21:1004:1020	Western blot, RT-PCR and luciferase assay were performed to determine how [TF] regulates [TG].	TRIB2	p21	28951	1026	1004	1020			0.9917099130781026	Valid	0.9978096302100421;0.001055813059969837;0.0011345567299880187	UNDEFINED	30541550	30541550|8|28951|644914	False	TRIB2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
612497	PMID:27109893:pubtator_title_and_abstract:d8499e04d160ad73561f36d03befae78:11:p53:p21:1415:1443	Pre-mature senescence induced due to limited glucose availability was found to be regulated by nuclear translocated [TF] which, in turn, induced [TG], pAkt and pERK.	p53	p21	7157	1026	1415	1443			0.9917068174672624	Valid	0.011454625192787182;0.9874185769215457;0.0011267978856671673	ACTIVATION	27109893	27109893|11|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
154929	PMID:23248157:pubtator_title_and_abstract:f08282fbde3abb84095cc1dd671aee34:7:KDM1:p21:647:699	Inhibition of [TF] promoted up regulation of the p53 target genes [TG] and PUMA.	KDM1	p21	23028	1026	647	699			0.9917044307709644	Valid	0.0021337373195002363;0.002288237255812269;0.9955780254246875	REPRESSION	23248157	23248157|7|23028|644914	False	KDM1A	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
965043	PMID:24608790:pubtator_title_and_abstract:bd918ffcf61e254a30e6868ef50adae8:9:TP53INP1:p21:1120:1179	TP53INP1 mutation at lysine 113 prevents the pro-apoptotic, antiproliferative and antioxidant effects of [TF] by impairing the p53 response on its target genes [TG], Bax and PUMA.	TP53INP1	p21	94241	1026	1120	1179			0.9917023651505142	Valid	0.6132226506259773;0.37037301219155344;0.016404337182469378	UNDEFINED	24608790	24608790|9|94241|644914	False	TP53INP1	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
777113	PMID:36264773:pubtator_title_and_abstract:5c65c411b86f75453c42b8cd7fac9e3e:14:HOXC10:p21:1616:1669	[TF] could directly bind to the promoter region of [TG] and repress its transcriptional activity.	HOXC10	p21	3226	1026	1616	1669			0.9916979614997552	Valid	0.0014238772468003306;0.0024066687055732047;0.9961694540476265	REPRESSION	36264773	36264773|14|3226|644914	False	HOXC10	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
829641	PMID:19035040:pubtator_title_and_abstract:83eb412f946a9cd3fef85b13cce64ebd:0:p53:p21:12:44	[Effects of [TF] in benzo (a) pyrene induced [TG] and E2F-1 expression and cell cycle changes].	p53	p21	7157	1026	12	44			0.991695790220435	Valid	0.220508606612248;0.7704114119299633;0.009079981457788783	ACTIVATION	19035040	19035040|0|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
304839	PMID:22808086:pubtator_title_and_abstract:8662fafb54d8502fc434a084be3122aa:10:Lin28:p21:1467:1413	Moreover, further studies showed that [TG], Rb and Let-7 miRNA were the molecular targets of [TF].	Lin28	p21	79727	1026	1467	1413			0.99169241635695	Valid	0.9971494908305197;0.0018434093413339746;0.0010070998281462278	UNDEFINED	22808086	22808086|10|79727|644914	False	LIN28A	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
450443	PMID:30305627:pubtator_title_and_abstract:9481df1c0253055136fef965112bea94:0:MSK1:p21:0:76	[TF] functions as a transcriptional coactivator of p53 in the regulation of [TG] gene expression.	MSK1	p21	9252	1026	0	76			0.9916914636523962	Valid	0.8356251424851674;0.15770641066943136;0.006668446845401259	UNDEFINED	30305627	30305627|0|9252|644914	False	RPS6KA5	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
1098650	PMID:22801474:pubtator_title_and_abstract:64a199a513acc2993b13348e7d5173b6:8:p53:p21:996:1010	The overexpression of MPG reduced, whereas depletion of MPG increased, the expression levels of pro-arrest gene downstream of [TF] including [TG], 14-3-3sigma and Gadd45 but not proapoptotic ones.	p53	p21	7157	1026	996	1010			0.991691225950457	Valid	0.7113071831861908;0.13897602234072062;0.14971679447308853	UNDEFINED	22801474	22801474|8|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
648952	PMID:24215867:pubtator_title_and_abstract:70edd1fcd2740283eec4c1db922b6e6a:6:FoxO3A:p21:828:894	Our results indicate that [TF] activation up-regulates transcription of its target genes ([TG], PTEN, Bim and GADD45), which forces both chemosensitive and chemoresistant CRC cells to undergo apoptosis.	FoxO3A	p21	2309	1026	828	894			0.9916872626033814	Valid	0.039033133333413746;0.9591869311103983;0.0017799355561878593	ACTIVATION	24215867	24215867|6|2309|644914	False	FOXO3	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
448876	PMID:31918717:pubtator_title_and_abstract:8e45fb1bc2e8cfe8c1da6f620a15e5da:8:c-Jun:p21:1274:1311	The dominant-negative mutant constructs, TAM67 and STAT1 Y701F, were employed to define the roles of [TF] and STAT1 in the regulation of [TG] protein.	c-Jun	p21	3725	1026	1274	1311	6772	1230	0.9916835274432336	Valid	0.997611694185752;0.0015202623625265054;0.0008680434517213384	UNDEFINED	31918717	31918717|8|3725|644914	False	JUN	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
771634	PMID:12642873:pubtator_title_and_abstract:e74cade35c20eed989e9339176e2c165:4:Akt:p21:377:431	Inhibition of PI-3 kinase or ectopic expression of a dominant-negative [TF] blocks the effect of IGF-1 on the upregulation of [TG] expression.	Akt	p21	207	1026	377	431			0.9916789781309676	Valid	0.003892812942710256;0.9941566344492302;0.0019505526080596553	ACTIVATION	12642873	12642873|4|207|644914	False	AKT1	9606	CDKN1A	9606	ll_coTF	p21_to_CDKN1A
771569	PMID:12642873:pubtator_title_and_abstract:e74cade35c20eed989e9339176e2c165:4:PI-3 kinase:p21:320:431	Inhibition of [TF] or ectopic expression of a dominant-negative Akt blocks the effect of IGF-1 on the upregulation of [TG] expression.	PI-3 kinase	p21	5295	1026	320	431			0.991677413919488	Valid	0.0036433970592390902;0.9944035288383678;0.001953074102393038	ACTIVATION	12642873	12642873|4|5295|644914	False	PIK3R1	9606	CDKN1A	9606	ll_coTF	p21_to_CDKN1A
155712	PMID:35799597:pubtator_title_and_abstract:baf55f23e155ea7c192f3b3aefdb9b84:8:Bcl2:p21:890:953	[TF] overexpression reduced the expression of Gadd45, Bax, and [TG], which are transcriptionally activated by p53.	Bcl2	p21	596	1026	890	953			0.9916754301981554	Valid	0.001610806004719118;0.0020394825322161236;0.9963497114630647	REPRESSION	35799597	35799597|8|596|644914	False	BCL2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
805295	PMID:22713239:pubtator_title_and_abstract:b19c5cf91b80e7c96a431a4a9e26048d:0:PCAF:p21:30:45	The histone acetyltransferase [TF] regulates [TG] transcription through stress-induced acetylation of histone H3.	PCAF	p21	8850	1026	30	45			0.9916695077342114	Valid	0.997624288339429;0.001322025589134325;0.0010536860714368008	UNDEFINED	22713239	22713239|0|8850|644914	False	KAT2B	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
51332	PMID:29435049:pubtator_title_and_abstract:390fb3dc009c3ef11028055ca3e7065e:4:ZNF224:p21:498:569	A previous study demonstrated that [TF] enhances cell proliferation by downregulating the expression of [TG] and p53.	ZNF224	p21	7767	1026	498	569			0.9916671517640322	Valid	0.0014102326800136129;0.0024928706701261476;0.9960968966498602	REPRESSION	29435049	29435049|4|7767|644914	False	ZNF224	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
28069	PMID:31601652:pubtator_title_and_abstract:4ea41bcc40df45d7ff99d3c916b28c48:10:FOXO1:p21:1458:1500	[TF] inhibition suppressed expression of [TG] and cell-cycle arrest in G0/G1 phase.	FOXO1	p21	56458	12575	1458	1500			0.9916670276436076	Valid	0.0019008869287140823;0.9847866405959422;0.013312472475343787	ACTIVATION	31601652	31601652|10|56458|237052	False	Foxo1	10090	Cdkn1a	10090	dbTF	p21_to_CDKN1A
447616	PMID:28367100:pubtator_title_and_abstract:c11438733c7e800a5baa233b4a23b604:0:PADI4:p21:0:32	[TF] Epigenetically Suppresses [TG] Transcription and Inhibits Cell Apoptosis in Fibroblast-like Synoviocytes from Rheumatoid Arthritis Patients.	PADI4	p21	23569	1026	0	32			0.9916655439670964	Valid	0.0012795966614771652;0.003242307763611767;0.9954780955749111	REPRESSION	28367100	28367100|0|23569|644914	False	PADI4	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
515426	PMID:29285066:pubtator_title_and_abstract:fdadb8d3e9cab86f01e557883d737c48:7:p53:p21:1332:1398	The transcriptional activity of [TF] on its consensus sequence and downstream target genes, namely [TG], B cell lymphoma 2-associated X protein, mouse double minute 2 homolog, p53 upregulated modulator of apoptosis and growth arrest and DNA-damage-inducible 45alpha, was subsequently detected.	p53	p21	7157	1026	1332	1398			0.9916653784411268	Valid	0.9421062542592895;0.05590949011757952;0.001984255623131012	UNDEFINED	29285066	29285066|7|7157|644914	False	TP53	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
125386	PMID:17878219:pubtator_title_and_abstract:fdec35a1c2ad296dc7812e54cb2a05b3:5:BAF53:p21:629:673	Through electrophoretic mobility shift assay (EMSA) and chromatin immunoprecipitation analyses, we demonstrate that [TF] can reduce the p53-binding ability to [TG] promoter.	BAF53	p21	86	1026	629	673			0.9916642689388736	Valid	0.8319574743886813;0.00764001951643345;0.16040250609488524	UNDEFINED	17878219	17878219|5|86|644914	False	ACTL6A	9606	CDKN1A	9606	ll_coTF	p21_to_CDKN1A
1077056	PMID:28529595:pubtator_title_and_abstract:5f604f265b1506f12db899f2bb8810e3:8:Rnf2:p21:980:915	The expression levels of [TG] and p27 were also significantly elevated by the knockdown of [TF].	Rnf2	p21	6045	1026	980	915			0.991663756508293	Valid	0.002270819414568811;0.0035230692657373637;0.9942061113196938	REPRESSION	28529595	28529595|8|6045|644914	False	RNF2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
259310	PMID:23349794:pubtator_title_and_abstract:413abf3f0b29163c78cad661924ab2d9:1:H2A.Z:p21:116:170	Differential positioning of the histone variant [TF] in a p53 dependent manner was shown to regulate [TG] transcription.	H2A.Z	p21	3015	1026	116	170			0.9916613732957358	Valid	0.9970583670710172;0.001565371680074626;0.0013762612489080922	UNDEFINED	23349794	23349794|1|3015|644914	False	H2AZ1	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
995482	PMID:18166158:pubtator_title_and_abstract:a9ef237cbc769f632262f56b6dc166c2:9:HIF-1alpha:p21:940:968	[TF] siRNAs inhibited [TG] expression and released the G1 arrest.	HIF-1alpha	p21	29560	114851	940	968			0.9916569105947436	Valid	0.0020521896039081907;0.9927889912915654;0.00515881910452647	ACTIVATION	18166158	18166158|9|29560|24525	False	Hif1a	10116	Cdkn1a	10116	dbTF	p21_to_CDKN1A
669419	PMID:32725274:pubtator_title_and_abstract:8be64e2fbffd9880b3053e6a7367788a:5:VHL:p21:448:556	We found that [TF] interacts with p53, preventing its tetramerization, promoter binding and expression of its target genes [TG], PUMA, and Bax.	VHL	p21	7428	1026	448	556			0.9916563977156224	Valid	0.030197321141816225;0.030757118417193682;0.9390455604409901	REPRESSION	32725274	32725274|5|7428|644914	False	VHL	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
1040795	PMID:14990579:pubtator_title_and_abstract:f1ef187e3b6b30d547e9c44243c9c2fb:9:IFI16:p21:1242:1309	Consistent with these results, expression of [TF] enhanced activation of the known p53 target genes, including [TG], Hdm2, and bax in MCF7 cells.	IFI16	p21	3428	1026	1242	1309			0.9916549457036712	Valid	0.005107844452488804;0.9937308321429421;0.0011613234045690275	ACTIVATION	14990579	14990579|9|3428|644914	False	IFI16	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
463529	PMID:16580634:pubtator_title_and_abstract:8ad00393e31fdbc8ae1f59b95e3a061b:0:LKB1:p21:21:34	The tumor suppressor [TF] induces [TG] expression in collaboration with LMO4, GATA-6, and Ldb1.	LKB1	p21	6794	1026	21	34			0.9916525560462895	Valid	0.0017551045920738406;0.9973504509905226;0.0008944444174035129	ACTIVATION	16580634	16580634|0|6794|644914	False	STK11	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
74858	PMID:26416444:pubtator_title_and_abstract:96620e7d75547e622249d046808c0bab:4:MDM2:p21:458:537	We hypothesized that [TF] in these cells inhibited transcription initiation at the p53 target genes [TG] and puma.	MDM2	p21	4193	1026	458	537			0.991643024218349	Valid	0.012196065015548128;0.005747183918383322;0.9820567510660686	REPRESSION	26416444	26416444|4|4193|644914	False	MDM2	9606	CDKN1A	9606	coTF	p21_to_CDKN1A
34137	PMID:17592292:pubtator_title_and_abstract:e2f20b0c0e4f085fd08f7c0b17da6959:12:Ski:p21:1333:1396	[TF] siRNA increased TGF-beta-induced Smad2 phosphorylation and [TG] expression.	Ski	p21	6497	1026	1333	1396			0.9916399730195964	Valid	0.0020475357564264736;0.002015224626033823;0.9959372396175397	REPRESSION	17592292	17592292|12|6497|644914	False	SKI	9606	CDKN1A	9606	dbTF	p21_to_CDKN1A
773527	PMID:17659301:pubtator_title_and_abstract:b7c7f07307fe4728c8a93de1b8659471:10:GKLF:p21:1220:1295	Consistently, [TF] overexpression induced an enhanced expression of the p53 target genes [TG](WAF1/Cip1) and Mdm2.	GKLF	p21	114505	114851	1220	1295			0.9916387257415428	Valid	0.003645318835316981;0.9953013639780991;0.0010533171865838907	ACTIVATION	17659301	17659301|10|114505|24525	False	Klf4	10116	Cdkn1a	10116	dbTF	p21_to_CDKN1A
